index,counts
1,148
2,102
3,117
4,105
5,109
6,112
7,105
8,100
9,92
10,81
11,85
12,61
13,58
14,51
15,67
16,63
17,52
18,44
19,50
20,32
21,43
22,35
23,37
24,50
25,39
